2020-04-28 00:51:12,712 4001 [INFO] env_string: CarRacing-v0
2020-04-28 00:51:12,827 4001 [INFO] CMAWorker initialized.
2020-04-28 00:51:12,836 4001 [INFO] Listening to port 20004 ...
2020-04-28 00:51:35,455 4001 [INFO] Roll-out time=18.33s, steps=1000, reward=-27.80
2020-04-28 00:51:52,182 4001 [INFO] Roll-out time=1.06s, steps=38, reward=6.73
2020-04-28 00:51:53,001 4001 [INFO] Roll-out time=0.78s, steps=39, reward=6.20
2020-04-28 00:51:53,801 4001 [INFO] Roll-out time=0.75s, steps=38, reward=5.13
2020-04-28 00:51:54,608 4001 [INFO] Roll-out time=0.76s, steps=38, reward=6.84
2020-04-28 00:51:55,387 4001 [INFO] Roll-out time=0.73s, steps=38, reward=7.23
2020-04-28 00:51:56,158 4001 [INFO] Roll-out time=0.72s, steps=38, reward=7.48
2020-04-28 00:51:57,264 4001 [INFO] Roll-out time=1.06s, steps=37, reward=7.79
2020-04-28 00:51:58,071 4001 [INFO] Roll-out time=0.75s, steps=38, reward=6.04
2020-04-28 00:51:58,871 4001 [INFO] Roll-out time=0.76s, steps=38, reward=7.03
2020-04-28 00:51:59,730 4001 [INFO] Roll-out time=0.81s, steps=38, reward=5.00
2020-04-28 00:52:00,552 4001 [INFO] Roll-out time=0.77s, steps=38, reward=8.44
2020-04-28 00:52:01,324 4001 [INFO] Roll-out time=0.72s, steps=38, reward=6.95
2020-04-28 00:52:02,197 4001 [INFO] Roll-out time=0.83s, steps=38, reward=6.73
2020-04-28 00:52:03,072 4001 [INFO] Roll-out time=0.83s, steps=38, reward=5.78
2020-04-28 00:52:03,924 4001 [INFO] Roll-out time=0.81s, steps=38, reward=7.44
2020-04-28 00:52:04,849 4001 [INFO] Roll-out time=0.89s, steps=38, reward=7.39
2020-04-28 00:52:05,669 4001 [INFO] Roll-out time=0.79s, steps=38, reward=6.54
2020-04-28 00:52:06,482 4001 [INFO] Roll-out time=0.77s, steps=38, reward=7.15
2020-04-28 00:52:07,318 4001 [INFO] Roll-out time=0.80s, steps=38, reward=7.52
2020-04-28 00:52:08,205 4001 [INFO] Roll-out time=0.84s, steps=38, reward=5.97
2020-04-28 00:52:09,079 4001 [INFO] Roll-out time=0.83s, steps=38, reward=6.80
2020-04-28 00:52:09,924 4001 [INFO] Roll-out time=0.81s, steps=38, reward=7.07
2020-04-28 00:52:10,751 4001 [INFO] Roll-out time=0.78s, steps=38, reward=6.91
2020-04-28 00:52:11,641 4001 [INFO] Roll-out time=0.85s, steps=38, reward=6.20
2020-04-28 00:52:12,519 4001 [INFO] Roll-out time=0.84s, steps=38, reward=6.23
2020-04-28 00:52:13,414 4001 [INFO] Roll-out time=0.84s, steps=38, reward=7.03
2020-04-28 00:52:14,398 4001 [INFO] Roll-out time=0.93s, steps=38, reward=6.88
2020-04-28 00:52:15,269 4001 [INFO] Roll-out time=0.83s, steps=38, reward=6.37
2020-04-28 00:52:16,138 4001 [INFO] Roll-out time=0.83s, steps=38, reward=6.95
2020-04-28 00:52:16,977 4001 [INFO] Roll-out time=0.80s, steps=38, reward=7.35
2020-04-28 00:52:17,953 4001 [INFO] Roll-out time=0.93s, steps=38, reward=6.65
2020-04-28 00:52:18,899 4001 [INFO] Roll-out time=0.90s, steps=38, reward=6.17
2020-04-28 00:52:19,802 4001 [INFO] Roll-out time=0.86s, steps=38, reward=6.69
2020-04-28 00:52:20,699 4001 [INFO] Roll-out time=0.85s, steps=38, reward=5.00
2020-04-28 00:52:21,602 4001 [INFO] Roll-out time=0.84s, steps=38, reward=4.51
2020-04-28 00:52:22,488 4001 [INFO] Roll-out time=0.84s, steps=38, reward=5.72
2020-04-28 00:52:23,409 4001 [INFO] Roll-out time=0.88s, steps=38, reward=6.17
2020-04-28 00:52:24,358 4001 [INFO] Roll-out time=0.89s, steps=38, reward=5.91
2020-04-28 00:52:25,176 4001 [INFO] Roll-out time=0.76s, steps=38, reward=6.44
2020-04-28 00:52:26,012 4001 [INFO] Roll-out time=0.80s, steps=38, reward=6.23
2020-04-28 00:52:26,874 4001 [INFO] Roll-out time=0.82s, steps=37, reward=7.58
2020-04-28 00:52:27,739 4001 [INFO] Roll-out time=0.83s, steps=38, reward=5.88
2020-04-28 00:52:28,586 4001 [INFO] Roll-out time=0.79s, steps=38, reward=8.15
2020-04-28 00:52:29,445 4001 [INFO] Roll-out time=0.82s, steps=38, reward=6.30
2020-04-28 00:52:30,227 4001 [INFO] Roll-out time=0.74s, steps=38, reward=8.65
2020-04-28 00:52:31,081 4001 [INFO] Roll-out time=0.81s, steps=38, reward=6.51
2020-04-28 00:52:31,943 4001 [INFO] Roll-out time=0.82s, steps=41, reward=7.85
2020-04-28 00:52:32,745 4001 [INFO] Roll-out time=0.77s, steps=39, reward=7.46
2020-04-28 00:52:33,579 4001 [INFO] Roll-out time=0.80s, steps=38, reward=7.23
2020-04-28 00:52:34,463 4001 [INFO] Roll-out time=0.85s, steps=38, reward=6.91
2020-04-28 00:52:35,253 4001 [INFO] Roll-out time=0.75s, steps=37, reward=7.49
2020-04-28 00:52:36,078 4001 [INFO] Roll-out time=0.79s, steps=38, reward=6.73
2020-04-28 00:52:36,862 4001 [INFO] Roll-out time=0.75s, steps=38, reward=7.52
2020-04-28 00:52:37,767 4001 [INFO] Roll-out time=0.85s, steps=38, reward=6.00
2020-04-28 00:52:38,663 4001 [INFO] Roll-out time=0.85s, steps=38, reward=6.07
2020-04-28 00:52:39,623 4001 [INFO] Roll-out time=0.92s, steps=38, reward=6.65
2020-04-28 00:52:40,505 4001 [INFO] Roll-out time=0.84s, steps=38, reward=7.11
2020-04-28 00:52:41,390 4001 [INFO] Roll-out time=0.85s, steps=38, reward=6.27
2020-04-28 00:52:42,292 4001 [INFO] Roll-out time=0.86s, steps=38, reward=5.85
2020-04-28 00:52:43,139 4001 [INFO] Roll-out time=0.81s, steps=38, reward=7.15
2020-04-28 00:52:44,137 4001 [INFO] Roll-out time=0.95s, steps=38, reward=5.82
2020-04-28 00:52:45,017 4001 [INFO] Roll-out time=0.83s, steps=38, reward=6.76
