2020-04-27 22:32:51,181 3385 [INFO] env_string: CarRacing-v0
2020-04-27 22:32:51,253 3385 [INFO] CMAWorker initialized.
2020-04-27 22:32:51,259 3385 [INFO] Listening to port 20003 ...
2020-04-27 22:33:08,031 3385 [INFO] Roll-out time=13.60s, steps=1000, reward=-37.13
2020-04-27 22:33:22,837 3385 [INFO] Roll-out time=14.77s, steps=1000, reward=-39.02
2020-04-27 22:33:37,490 3385 [INFO] Roll-out time=14.62s, steps=1000, reward=-28.08
2020-04-27 22:33:52,393 3385 [INFO] Roll-out time=14.88s, steps=1000, reward=-31.74
2020-04-27 22:34:07,260 3385 [INFO] Roll-out time=14.84s, steps=1000, reward=-31.51
2020-04-27 22:34:22,038 3385 [INFO] Roll-out time=14.70s, steps=1000, reward=2.39
2020-04-27 22:34:36,487 3385 [INFO] Roll-out time=14.42s, steps=1000, reward=-26.32
2020-04-27 22:34:51,416 3385 [INFO] Roll-out time=14.90s, steps=1000, reward=-8.54
2020-04-27 22:35:05,452 3385 [INFO] Roll-out time=14.01s, steps=1000, reward=-25.00
2020-04-27 22:35:22,307 3385 [INFO] Roll-out time=16.82s, steps=1000, reward=-38.05
2020-04-27 22:35:36,673 3385 [INFO] Roll-out time=14.34s, steps=1000, reward=-35.06
2020-04-27 22:35:51,097 3385 [INFO] Roll-out time=14.40s, steps=1000, reward=-17.32
2020-04-27 22:36:06,272 3385 [INFO] Roll-out time=15.15s, steps=1000, reward=-34.17
2020-04-27 22:36:21,073 3385 [INFO] Roll-out time=14.77s, steps=1000, reward=-31.15
2020-04-27 22:36:35,442 3385 [INFO] Roll-out time=14.34s, steps=1000, reward=-25.80
2020-04-27 22:36:49,773 3385 [INFO] Roll-out time=14.31s, steps=1000, reward=-19.85
2020-04-27 22:37:06,208 3385 [INFO] Roll-out time=16.40s, steps=1000, reward=-25.80
2020-04-27 22:37:22,149 3385 [INFO] Roll-out time=15.91s, steps=1000, reward=-3.54
2020-04-27 22:37:36,504 3385 [INFO] Roll-out time=14.33s, steps=1000, reward=-31.37
2020-04-27 22:37:51,460 3385 [INFO] Roll-out time=14.93s, steps=1000, reward=-23.36
2020-04-27 22:38:06,899 3385 [INFO] Roll-out time=15.40s, steps=1000, reward=-33.55
2020-04-27 22:38:22,876 3385 [INFO] Roll-out time=15.95s, steps=1000, reward=-23.91
2020-04-27 22:38:38,160 3385 [INFO] Roll-out time=15.25s, steps=1000, reward=-5.66
2020-04-27 22:38:52,793 3385 [INFO] Roll-out time=14.61s, steps=1000, reward=-28.08
2020-04-27 22:39:07,930 3385 [INFO] Roll-out time=15.11s, steps=1000, reward=-31.51
2020-04-27 22:39:12,091 3385 [INFO] Roll-out time=0.83s, steps=38, reward=7.35
2020-04-27 22:39:12,686 3385 [INFO] Roll-out time=0.57s, steps=38, reward=6.10
2020-04-27 22:39:13,292 3385 [INFO] Roll-out time=0.56s, steps=38, reward=6.91
2020-04-27 22:39:13,857 3385 [INFO] Roll-out time=0.54s, steps=38, reward=8.06
