Time,Iteration,Reward
1588041548,0,-28.57142857142854
1588041548,0,-0.6622516556290501
1588041548,0,-28.327645051194487
1588041548,0,-37.12574850299424
1588041548,0,-27.79783393501794
1588041548,0,24.481327800829302
1588041548,0,-27.536231884057855
1588041548,0,-39.024390243902694
1588041548,0,-29.765886287625445
1588041548,0,16.104868913857878
1588041548,0,-26.57342657342644
1588041548,0,-28.082191780821855
1588041548,0,-26.315789473684077
1588041548,0,-24.731182795698764
1588041548,0,-24.187725631768778
1588041548,0,-31.74061433447099
1588041548,0,2.0408163265307766
1588041548,0,-24.999999999999844
1588041548,0,-29.054054054054042
1588041548,0,-31.506849315068482
1588041548,0,-29.292929292929287
1588041548,0,-24.4604316546761
1588041548,0,-23.07692307692289
1588041548,0,2.3890784982937054
1588041548,0,-32.6599326599327
1588041548,0,-8.695652173913459
1588041548,0,-36.90851735015795
1588041548,0,-26.315789473684077
1588041548,0,-40.47619047619075
1588041548,0,-37.50000000000022
1588041548,0,-32.258064516129174
1588041548,0,-8.536585365853522
1588041548,0,-28.315412186379838
1588041548,0,-16.996047430829755
1588041548,0,-30.921052631579037
1588041548,0,-24.999999999999844
1588041548,0,6.382978723404593
1588041548,0,-25.79505300353342
1588041548,0,-21.933085501858514
1588041548,0,-38.053097345132976
1588041548,0,-24.187725631768778
1588041548,0,-34.85342019543989
1588041548,0,-30.795847750865008
1588041548,0,-35.06493506493522
1588041548,0,10.294117647059162
1588041548,0,-32.20338983050851
1588041548,0,-18.604651162790425
1588041548,0,-17.322834645669
1588041548,0,-41.52046783625758
1588041548,0,-34.57943925233664
1588041548,0,-37.50000000000022
1588041548,0,-34.16927899686538
1588041548,0,-21.052631578947135
1588041548,0,-28.813559322033882
1588041548,0,-31.271477663230215
1588041548,0,-31.14754098360665
1588041548,0,4.529616724738978
1588041548,0,9.89010989011023
1588041548,0,-25.531914893616886
1588041548,0,-25.79505300353342
1588041548,0,14.942528735632537
1588041548,0,19.521912350597457
1588041548,0,7.142857142857492
1588041548,0,-19.847328244274543
1588041548,0,-31.034482758620662
1588041548,0,-27.586206896551637
1588041548,0,-32.90734824281165
1588041548,0,-25.79505300353342
1588041548,0,-31.14754098360665
1588041548,0,18.110236220472473
1588041548,0,-29.530201342281895
1588041548,0,-3.5369774919613657
1588041548,0,15.83011583011611
1588041548,0,-32.20338983050851
1588041548,0,-26.05633802816888
1588041548,0,-31.37254901960795
1588041548,0,-27.79783393501794
1588041548,0,-31.14754098360665
1588041548,0,-19.230769230768956
1588041548,0,-23.357664233576443
1588041548,0,-24.187725631768778
1588041548,0,-32.90734824281165
1588041548,0,-22.794117647058634
1588041548,0,-33.554817275747595
1588041548,0,-38.416422287390255
1588041548,0,-31.97278911564628
1588041548,0,-28.813559322033882
1588041548,0,-23.91304347826069
1588041548,0,-17.968749999999716
1588041548,0,17.647058823529505
1588041548,0,-25.79505300353342
1588041548,0,-5.660377358490479
1588041548,0,22.44897959183629
1588041548,0,-23.357664233576443
1588041548,0,-34.78260869565236
1588041548,0,-28.082191780821855
1588041548,0,-45.0261780104715
1588041548,0,-34.16927899686539
1588041548,0,-31.271477663230215
1588041548,0,-31.506849315068482
1588049508,0,-28.57142857142854
1588049508,0,-0.6622516556290536
1588049508,0,-28.327645051194487
1588049508,0,-37.12574850299424
1588049508,0,-27.79783393501794
1588049508,0,24.48132780082931
1588049508,0,-27.536231884057855
1588049508,0,-39.024390243902694
1588049508,0,-29.765886287625445
1588049508,0,16.10486891385788
1588050022,1,-26.315789473684077
1588050022,1,-32.03883495145643
1588050022,1,-33.33333333333349
1588050022,1,-30.069930069929995
1588050022,1,-33.33333333333349
1588050022,1,-26.056338028168874
1588050022,1,-9.090909090908955
1588050022,1,15.942028985507555
1588050022,1,-28.327645051194487
1588050022,1,15.384615384615723
